episode,reward,length,goal_reached,goal_distance
0,1589.585171,1000,0.0,0.2740568393731744
1,6638.832317,1000,0.0,0.3173071030567655
2,5313.026721,1000,0.0,0.31425715543485344
3,16668.985314,1000,0.0,0.3976420468314755
4,-2463.026489,1000,0.0,1.5199112858657726
5,-1839.25988,1000,0.0,1.3017662794880795
6,-4094.400898,1000,0.0,1.6885336090119163
7,-3960.367587,1000,0.0,1.4548856510196482
8,186.767452,1000,0.0,0.6395605618854612
9,-2217.872006,1000,0.0,1.446040326697213
10,-2870.267025,1000,0.0,1.2413989907189105
11,-2984.12268,1000,0.0,1.167270184498935
12,-3329.822083,1000,0.0,1.2733416370953623
13,-2135.591708,1000,0.0,0.9780775821481095
14,-1838.000008,1000,0.0,1.0994711280812535
15,-1975.13887,1000,0.0,1.0127636380259937
16,10877.470776,1000,0.0,0.48941310718158304
17,-1098.769176,1000,0.0,0.9150799311955398
18,-891.770637,1000,0.0,0.9827672001198899
19,-1153.810855,1000,0.0,1.0349832626107556
20,-1162.349406,1000,0.0,0.8687095610282958
21,-534.247705,1000,0.0,0.7297954429857526
22,-243.136763,1000,0.0,0.6412466160807482
23,-685.692906,1000,0.0,1.0673490355073305
24,-854.605926,1000,0.0,1.1187096166759198
25,-1608.256795,1000,0.0,1.1567997285447995
26,-726.769985,1000,0.0,1.1864307028897152
27,-1976.387276,1000,0.0,1.033931511945059
28,270.313378,1000,0.0,0.8014984869267541
29,220.862967,1000,0.0,0.7431057236676031
30,552.7687,1000,0.0,0.6652732740370767
31,2505.641881,893,1.0,0.32375814451815405
32,514.929407,1000,0.0,0.6828534689287309
33,324.361654,1000,0.0,0.8243383416868494
34,-195.685031,1000,0.0,0.7635703329702543
35,19226.369653,1000,0.0,0.5240436547468027
36,18778.324702,1000,0.0,0.4919748095074932
37,15490.749261,1000,0.0,0.4554336435956246
38,16545.670459,1000,0.0,0.4341483939044858
39,17250.35572,1000,0.0,0.4229275020686249
40,14010.717708,1000,0.0,0.42266004211382274
41,614.629655,1000,0.0,0.6952470881851784
42,340.622806,1000,0.0,0.7389824305739208
43,348.434265,1000,0.0,0.7417650769943176
44,819.159404,1000,0.0,0.701056951796497
45,597.034745,1000,0.0,0.7151884557367475
46,-2.350649,1000,0.0,0.7729333076490015
47,-422.654316,1000,0.0,0.8032678987915101
48,-1070.22886,1000,0.0,0.9284289627314266
49,-2172.929718,1000,0.0,1.245151430878689
50,-2193.865569,1000,0.0,1.7359854080576156
51,-2347.319697,1000,0.0,1.06588096982813
52,-3110.604471,1000,0.0,2.019282440013241
53,-3288.777333,1000,0.0,1.3996242098480371
54,-3081.13385,1000,0.0,1.6788557133650155
55,4.65871,1000,0.0,0.7047942308320848
56,119.779364,1000,0.0,0.7436702328437426
57,148.280649,1000,0.0,0.690198090415757
58,193.990864,1000,0.0,0.756011226612743
59,194.545561,1000,0.0,0.6960209273528206
60,60.293867,1000,0.0,0.7373919704713279
61,137.840349,1000,0.0,0.6704575636189318
62,14386.415269,1000,0.0,0.3883828443010026
63,15009.368381,1000,0.0,0.3507425987594066
64,15726.29425,1000,0.0,0.3384177830974676
65,16624.020892,1000,0.0,0.3536828335216325
66,17409.257111,1000,0.0,0.342791440841966
67,17014.070737,1000,0.0,0.3725266535776504
68,15654.880994,1000,0.0,0.39005903743150044
69,408.594428,1000,0.0,0.7165098468461795
70,290.167015,1000,0.0,0.7315435015016817
71,143.60797,1000,0.0,0.7027064711134561
72,8188.151746,1000,0.0,0.3890485275169665
73,21138.934203,1000,0.0,0.4053222592233388
74,20991.400436,1000,0.0,0.3682305067036131
75,21340.030029,1000,0.0,0.38114163095203946
76,21166.046703,1000,0.0,0.3842755583853808
77,20831.944558,1000,0.0,0.34040383805878327
78,20799.248479,1000,0.0,0.3670754240795338
79,21057.438275,1000,0.0,0.3524985054281471
80,21378.171432,1000,0.0,0.36400268145324777
81,20894.701579,1000,0.0,0.4593423957180019
82,20598.191173,1000,0.0,0.3578073545416777
83,19639.739649,1000,0.0,0.37410262286866636
84,20823.176867,1000,0.0,0.31161236712254087
85,20951.248976,1000,0.0,0.3054274659957254
86,431.495383,1000,0.0,0.6945503582383199
87,485.604203,1000,0.0,0.6913066791805669
88,443.954136,1000,0.0,0.7074655685696063
89,533.190396,1000,0.0,0.7059336212565664
90,472.206461,1000,0.0,0.7255706477166274
91,545.706656,1000,0.0,0.6653779088874336
92,16748.940447,1000,0.0,0.33308814897615246
93,21132.064778,1000,0.0,0.4786278592173587
94,545.368428,1000,0.0,0.6493546919185206
95,22214.972368,1000,0.0,0.34355223414475555
96,917.342078,1000,0.0,0.6673093894520269
97,837.859894,1000,0.0,0.6604812138235965
98,808.753515,1000,0.0,0.6814599117701795
99,22432.558925,1000,0.0,0.3286600559955682
100,21988.901336,1000,0.0,0.32799963250316394
101,17452.020752,1000,0.0,0.3129457149601751
102,23070.007604,1000,0.0,0.3476528824936078
103,23055.862128,1000,0.0,0.32976117367052626
104,23143.911709,1000,0.0,0.36724648675098104
105,23223.760965,1000,0.0,0.3449428177318661
106,22894.060147,1000,0.0,0.31449771770091567
107,22860.73977,1000,0.0,0.3239854197122626
108,22790.408351,1000,0.0,0.31010123436272424
109,22730.432639,1000,0.0,0.3242446671591111
110,22964.795601,1000,0.0,0.3153746308948063
111,23063.932865,1000,0.0,0.31578272451792355
112,23241.666468,1000,0.0,0.3207863609172945
113,23482.988591,1000,0.0,0.34250286294535337
114,23269.400786,1000,0.0,0.3165269320200852
115,23622.98828,1000,0.0,0.3228265281207902
116,22723.276259,1000,0.0,0.322803140583076
117,22193.178897,1000,0.0,0.3324324173675605
118,734.381918,1000,0.0,0.6798838155068416
119,702.664865,1000,0.0,0.6913035526746069
120,656.506863,1000,0.0,0.7100064407742607
121,703.511668,1000,0.0,0.6658478333417523
122,686.434649,1000,0.0,0.6544941881122879
123,23569.694514,1000,0.0,0.3240990294777968
124,23470.98245,1000,0.0,0.32586958933409294
125,23771.769618,1000,0.0,0.3080071251152434
126,23933.114148,1000,0.0,0.30807952098343677
127,23673.581862,1000,0.0,0.31099576537835366
128,23903.542373,1000,0.0,0.3070485418866727
129,24452.895703,1000,0.0,0.33266605032919294
130,24396.779802,1000,0.0,0.32778920560639513
131,24570.941558,1000,0.0,0.32434544344516225
132,23965.361684,1000,0.0,0.30796521237828106
133,24298.902377,1000,0.0,0.3056895228629491
134,24463.476151,1000,0.0,0.3028093287070867
135,24802.973391,1000,0.0,0.31056886438765297
136,23937.516946,1000,0.0,0.31325169518943136
137,21693.872713,1000,0.0,0.5168898661304998
138,24094.913495,1000,0.0,0.33343187301493205
139,23637.784462,1000,0.0,0.3226416596945188
140,24766.079404,1000,0.0,0.30503960134261754
141,4000.59013,310,1.0,0.30565824268922187
142,2130.357825,250,1.0,0.3122194757091555
143,24652.953928,1000,0.0,0.3338320813218738
144,24404.69902,1000,0.0,0.31179798172507645
145,24395.366067,1000,0.0,0.32443015419043025
146,24561.181388,1000,0.0,0.33366802280341856
147,25061.454638,1000,0.0,0.31822524068945274
148,24678.175881,1000,0.0,0.3280436083556691
149,24763.093841,1000,0.0,0.3310240365998011
150,24838.471256,1000,0.0,0.32587300991280627
151,24945.078825,1000,0.0,0.35009771965975717
152,24709.339504,1000,0.0,0.3262661237128863
153,25091.498831,1000,0.0,0.3174198891445302
154,24878.80227,1000,0.0,0.32867507991409783
155,24855.410671,1000,0.0,0.3363181201533209
156,24662.922715,1000,0.0,0.34295982468517644
157,-4731.972168,1000,0.0,1.9249162081926139
158,-2300.647796,1000,0.0,1.2211235532676707
159,-1828.983721,1000,0.0,1.2805716639842786
160,800.574373,1000,0.0,0.6359845001588034
161,779.339593,1000,0.0,0.6742093199941774
162,764.467801,1000,0.0,0.6482504678861377
163,736.839865,1000,0.0,0.6891923350702172
164,451.942676,1000,0.0,0.8128174708114276
165,154.146636,1000,0.0,0.816269930885712
166,333.014912,1000,0.0,0.7429018425651925
167,481.728979,1000,0.0,0.7214395496765934
168,619.725372,1000,0.0,0.6910013323624463
169,533.961306,1000,0.0,0.7129336277929093
170,531.027953,1000,0.0,0.6994377898155151
171,513.514468,1000,0.0,0.7031752904380728
172,523.464947,1000,0.0,0.7498685615265827
173,423.46404,1000,0.0,0.7540774421668104
174,234.850264,1000,0.0,0.7830702380769365
175,220.736139,1000,0.0,0.7730265069795879
176,417.749923,1000,0.0,0.6560175794395112
177,18832.886084,1000,0.0,0.3113516325356307
178,22550.957776,1000,0.0,0.31746038589435627
179,24070.394525,1000,0.0,0.34061504636946194
180,861.184499,1000,0.0,0.6320442104345889
181,23997.687789,1000,0.0,0.3461750325707184
182,24413.533698,1000,0.0,0.3368971561184913
183,24575.179062,1000,0.0,0.34548070622509625
184,24761.051709,1000,0.0,0.34065240780840167
185,24755.396524,1000,0.0,0.33611608773346513
186,24959.315266,1000,0.0,0.3361843777270109
187,24568.997696,1000,0.0,0.3233086728486974
