episode,reward,length,goal_reached,goal_distance
0,-92.301219,1000,0.0,0.9445855069346216
1,84.765139,1000,0.0,0.7907472493562198
2,-338.075417,1000,0.0,1.6227689067310915
3,-2782.142329,1000,0.0,1.6241544100702323
4,-1913.961477,1000,0.0,1.065910596897625
5,-1759.647605,1000,0.0,1.3186576837328348
6,177.224453,1000,0.0,0.8683706521006017
7,330.090092,1000,0.0,0.7717813096325601
8,398.076322,1000,0.0,0.8159239850357568
9,537.09934,1000,0.0,0.7273560338428241
10,446.17042,1000,0.0,0.7703932770279417
11,364.588002,1000,0.0,0.7974103281036418
12,516.836763,1000,0.0,0.707917764812092
13,646.56456,1000,0.0,0.7210052324687285
14,657.739224,1000,0.0,0.6903941572305803
15,740.395232,1000,0.0,0.7018488225674253
16,677.508991,1000,0.0,0.7031745660393892
17,690.354563,1000,0.0,0.7133470641091858
18,655.859948,1000,0.0,0.7244009614979746
19,700.073381,1000,0.0,0.7090045230354121
20,-1553.354833,1000,0.0,1.2308257180759568
21,797.762692,1000,0.0,0.665735533937928
22,778.087165,1000,0.0,0.6569496902292751
23,764.712859,1000,0.0,0.6519055948995415
24,727.018495,1000,0.0,0.678850526786685
25,641.994117,1000,0.0,0.6992586331273959
26,688.369205,1000,0.0,0.709041943341419
27,668.601782,1000,0.0,0.6858441125125124
28,656.057376,1000,0.0,0.7027148481501742
29,648.489205,1000,0.0,0.6941574585375709
30,-3030.048788,1000,0.0,1.466324704193537
31,-2282.48515,1000,0.0,1.2585646357957299
32,-1696.412903,1000,0.0,0.856180353260312
33,-1242.692708,1000,0.0,1.0474773124231371
34,-1257.082619,1000,0.0,1.1282710167662489
35,673.663356,1000,0.0,0.685798911554359
36,-1038.12623,1000,0.0,1.066044218712408
37,-884.906881,1000,0.0,0.987056997737632
38,-762.319059,1000,0.0,0.9966744009038639
39,-326.348232,1000,0.0,0.6344434691672299
40,-365.187636,1000,0.0,0.6426429117223745
41,631.555992,1000,0.0,0.6858130275551788
42,659.979809,1000,0.0,0.672242228618833
43,38.285785,1000,0.0,0.6729739705621777
44,107.500599,1000,0.0,0.6808301068644252
45,808.772569,1000,0.0,0.7044996092445037
46,223.405115,1000,0.0,0.7422322352929103
47,-238.954546,1000,0.0,0.8511759503663349
48,-839.664371,1000,0.0,0.7526765470436011
49,-314.601972,1000,0.0,0.9073423503774215
50,90.351683,1000,0.0,0.8782170864892006
51,67.851389,1000,0.0,1.0351433414774545
52,-280.414625,1000,0.0,0.9615417346985906
53,-77.738195,1000,0.0,0.9425897863701461
54,25.547394,1000,0.0,0.9294541793140901
55,-81.64342,1000,0.0,0.9864261726023099
56,-324.643194,1000,0.0,0.9805042452449947
57,-380.648167,1000,0.0,1.052442240729572
58,-280.360593,1000,0.0,0.9125504694483555
