episode,reward,length,goal_reached,goal_distance
0,-6430.058822,1000,0.0,2.727717975283422
1,-5731.100779,1000,0.0,1.5261852135409144
2,-6210.283494,1000,0.0,2.5768456570791773
3,-3934.530223,1000,0.0,1.5261852135409144
4,-1607.124837,1000,0.0,0.7985917815338185
5,-1200.230689,1000,0.0,0.7840760493282988
6,-2610.319011,1000,0.0,1.5261852135409144
7,-2488.429413,1000,0.0,1.5261852135409144
8,-2672.79346,1000,0.0,0.8569258255675236
9,-3040.630814,1000,0.0,1.540580021785841
10,-2671.34214,1000,0.0,0.7719163385388975
11,-911.555991,1000,0.0,0.9090633438662363
12,-3172.816189,1000,0.0,1.5261852135409144
13,-544.338375,1000,0.0,0.7636164641517259
14,-821.440412,1000,0.0,0.8254429288781449
15,-1054.284622,1000,0.0,0.8616758289682144
16,-1030.446471,1000,0.0,0.7994498994756593
17,-891.530197,1000,0.0,1.0092674843329288
18,-1052.471857,1000,0.0,0.8242416065035073
19,-1024.152601,1000,0.0,0.8203328742647797
20,-1087.250171,1000,0.0,0.7905648672958089
21,-1069.83094,1000,0.0,0.8001436273685857
22,-1028.220214,1000,0.0,0.7036352945642457
23,-439.747715,1000,0.0,0.7024840434570607
24,-494.320808,1000,0.0,0.7798122319411358
25,-510.461548,1000,0.0,0.8220200265497961
26,-687.974834,1000,0.0,0.9114339179200761
27,-829.501829,1000,0.0,1.0171576437702121
28,-840.362414,1000,0.0,1.0545722938471622
29,-875.922982,1000,0.0,1.089183481796854
30,-826.113115,1000,0.0,1.0010725700196843
31,-679.317708,1000,0.0,0.9731240946384053
32,-812.844243,1000,0.0,1.0639729395351705
33,-1413.234208,1000,0.0,1.0852002403710737
34,-666.711462,1000,0.0,0.8859362073236817
35,-990.624014,1000,0.0,0.9911482468944927
36,-997.308666,1000,0.0,0.8464599467343221
37,-949.831705,1000,0.0,0.9382308663023381
38,-1255.289317,1000,0.0,0.708181378363043
39,-1423.413255,1000,0.0,1.155418028811942
40,-1415.260209,1000,0.0,1.0493975960832216
41,-1050.161407,1000,0.0,1.010739478531947
42,-566.217877,1000,0.0,0.8355591637827351
43,-333.321981,1000,0.0,0.7669077857665737
44,-374.621207,1000,0.0,0.7224869070347598
45,-410.105393,1000,0.0,0.7887465453124698
46,-392.506089,1000,0.0,0.6691809921375479
47,-271.26986,1000,0.0,1.543081132524831
48,-2169.772679,1000,0.0,0.8251450988470472
49,-1894.59451,1000,0.0,1.1109561949779612
50,-1656.100672,1000,0.0,0.9824255044087999
51,-336.159539,1000,0.0,1.0118931124325061
52,-759.008323,1000,0.0,0.9279166155493739
53,-649.348465,1000,0.0,0.9595360013411562
54,-29.588641,1000,0.0,0.6991727991466197
55,-34.476901,1000,0.0,0.713487474575168
56,-610.948568,1000,0.0,0.8910526136610054
57,-663.621949,1000,0.0,1.0924902731176223
58,-688.3373,1000,0.0,0.8267401298056296
59,-661.647267,1000,0.0,0.869602011807548
60,-740.325149,1000,0.0,0.8370495862724352
61,-131.3967,1000,0.0,0.7588640628575892
62,-195.556948,1000,0.0,0.7222867908882938
63,72.594357,1000,0.0,0.6586097580674752
64,-104.223615,1000,0.0,0.7373423428847199
65,-77.301883,1000,0.0,0.7307430458624428
66,186.617121,1000,0.0,0.6340208669512458
67,202.826304,1000,0.0,0.6415385342982783
68,172.769598,1000,0.0,0.6450514157469688
69,174.640931,1000,0.0,0.6602493056455585
70,168.959813,1000,0.0,0.6548603336131811
71,204.658092,1000,0.0,0.6163763805855527
72,209.442531,1000,0.0,0.6401159305433445
73,-195.025011,1000,0.0,0.6729667476095862
74,-78.007846,1000,0.0,0.7458227394380906
75,188.663199,1000,0.0,0.6261795774403921
76,155.445594,1000,0.0,0.6383522622900666
77,121.365538,1000,0.0,0.6422748701887563
78,86.936123,1000,0.0,0.6421604617407368
79,6.968691,1000,0.0,0.660072610322157
80,14.604565,1000,0.0,0.6477704418440146
81,19.639116,1000,0.0,0.6598124988406637
82,-8.777074,1000,0.0,0.6604185565964764
83,5.660693,1000,0.0,0.6509074185115379
84,28.305155,1000,0.0,0.6512120404239999
85,72.339222,1000,0.0,0.6464681085409061
86,-186.085722,1000,0.0,0.7510014589066284
87,-308.174811,1000,0.0,0.784244866980914
88,160.552311,1000,0.0,0.6259180028380891
89,162.665089,1000,0.0,0.6357564250334694
90,114.802401,1000,0.0,0.653843851191644
91,122.080866,1000,0.0,0.6757925403719692
92,129.777869,1000,0.0,0.6888966841231047
93,53.118177,1000,0.0,0.6417316061024612
94,190.322055,1000,0.0,0.6946639447118433
95,248.341017,1000,0.0,0.6838100324282448
96,165.087543,1000,0.0,0.7219516028157087
97,176.153505,1000,0.0,0.6890267016889221
98,228.132704,1000,0.0,0.6706854498640505
99,96.510537,1000,0.0,0.7050136097761819
100,137.410995,1000,0.0,0.6695002208626225
101,110.170499,1000,0.0,0.7118404999071265
102,73.941136,1000,0.0,0.6457213205130891
103,80.647167,1000,0.0,0.675174965435249
104,142.466757,1000,0.0,0.6607009240617303
105,133.995938,1000,0.0,0.6719685677613227
106,133.405427,1000,0.0,0.6470221004793723
107,144.425289,1000,0.0,0.6370400260878535
108,147.397791,1000,0.0,0.6381911749610204
109,191.229793,1000,0.0,0.6315463171655752
110,255.344509,1000,0.0,0.6204586625005656
111,280.188083,1000,0.0,0.633930361534548
112,315.046433,1000,0.0,0.6179438519179892
113,308.036067,1000,0.0,0.6294520511687745
114,-408.562593,1000,0.0,0.7901421857731178
115,-309.521113,1000,0.0,0.7424608318847186
116,262.353708,1000,0.0,0.6293479673950174
117,271.741815,1000,0.0,0.6458264735348468
118,305.662667,1000,0.0,0.6423427888412004
119,318.978953,1000,0.0,0.6456020234476224
120,328.990259,1000,0.0,0.6373869675007147
121,329.897412,1000,0.0,0.643444615194687
122,333.28006,1000,0.0,0.6332049946574845
123,331.234989,1000,0.0,0.642400384871249
124,331.224326,1000,0.0,0.6529907398291122
125,316.558511,1000,0.0,0.6421786635660057
126,317.509768,1000,0.0,0.6431491348261763
127,283.872551,1000,0.0,0.6513997170666318
128,333.932959,1000,0.0,0.6337961482218505
129,340.840046,1000,0.0,0.6323336569882331
130,346.083706,1000,0.0,0.6301857149492335
131,322.688626,1000,0.0,0.634727381093208
132,375.265554,1000,0.0,0.6417326493354314
133,365.24784,1000,0.0,0.634019322016227
134,371.442838,1000,0.0,0.6438864931325083
135,372.427972,1000,0.0,0.633828156802343
136,377.771316,1000,0.0,0.6293708828905402
137,360.717977,1000,0.0,0.6160374001661354
138,385.614081,1000,0.0,0.6222371819411886
139,396.701167,1000,0.0,0.614798656606113
