episode,reward,length,goal_reached,goal_distance
0,-6371.080378,1000,0.0,2.7732840852784695
1,-6803.810775,1000,0.0,2.9458556685474764
2,-3862.423872,1000,0.0,1.5628883297373088
3,-1024.439564,1000,0.0,0.3915993051452091
4,662.271549,1000,0.0,0.30828003324630937
5,-764.014523,1000,0.0,0.8682192858503259
6,-669.622239,1000,0.0,0.3028112147285151
7,41.646901,1000,0.0,0.300041713268621
8,351.190507,1000,0.0,0.31531981385343333
9,858.462075,1000,0.0,0.3623198678594217
10,495.997032,1000,0.0,0.46062076223331255
11,-2153.045005,1000,0.0,1.8290575883346911
12,-491.167785,1000,0.0,0.6411446648503897
13,243.826872,1000,0.0,0.6022347145974065
14,104.864086,1000,0.0,0.8197093390190611
15,-194.855232,1000,0.0,0.8526203363615736
16,-325.32895,1000,0.0,0.8475051784921647
17,-336.138658,1000,0.0,0.8808515005240857
18,-256.103256,1000,0.0,0.8724178839512869
19,-419.421707,1000,0.0,0.8529967468768396
20,-2732.506862,1000,0.0,1.2106910636965111
21,-1526.518805,1000,0.0,0.8471433249442453
22,-1627.697009,1000,0.0,0.3482941476971513
23,-646.0964,1000,0.0,0.4262584602403074
24,-400.408709,1000,0.0,0.8495283479674391
25,-541.287572,1000,0.0,0.9742430114676953
26,-952.293303,1000,0.0,0.9504705828645623
27,-927.070505,1000,0.0,1.0086686050897387
28,-1089.947349,1000,0.0,0.997107580010486
29,-911.348575,1000,0.0,0.9286765081435153
30,-337.984924,1000,0.0,0.7695482934537143
31,-149.002909,1000,0.0,0.7690809587107821
32,-422.379641,1000,0.0,0.8818865438095967
33,-662.945807,1000,0.0,0.9037515019123648
34,-506.783047,1000,0.0,0.8432479517088614
35,-439.938845,1000,0.0,0.8342990143041155
36,-400.168524,1000,0.0,0.8631757299629815
37,-280.236882,1000,0.0,0.7960510297886562
38,-240.06335,1000,0.0,0.7876170589813903
39,-332.506778,1000,0.0,0.7901939138425771
40,-158.875343,1000,0.0,0.8091696512712396
41,-177.754029,1000,0.0,0.8569032565480024
42,-484.87036,1000,0.0,0.8154172842881112
43,-707.245293,1000,0.0,0.9778565907636333
44,-802.23239,1000,0.0,1.0646494022656923
45,-4259.282353,1000,0.0,2.1544604858956116
46,-2418.303916,1000,0.0,1.2489738473591752
47,-4786.681461,1000,0.0,1.9249162081926139
48,-266.907125,1000,0.0,0.7818345494868629
49,-1197.132081,1000,0.0,1.6648138418661753
50,-176.368285,1000,0.0,0.9938495043257759
51,-91.204424,1000,0.0,0.8964288334418118
52,-1834.492831,1000,0.0,0.6315193108817854
53,-528.377002,1000,0.0,0.7675950548655527
54,-627.40648,1000,0.0,0.7724949544498991
55,-187.537041,1000,0.0,0.9290691064456772
56,-221.708612,1000,0.0,0.9215281551804967
57,-227.175421,1000,0.0,0.9386115676459073
58,-194.942481,1000,0.0,0.9560628707571615
59,-520.645973,1000,0.0,1.0043192629141322
60,-804.456531,1000,0.0,1.0442859641401487
61,-762.730623,1000,0.0,1.0081085258420284
62,-539.148153,1000,0.0,0.9284926456011434
63,-591.256692,1000,0.0,0.8794470121837342
64,-275.315624,1000,0.0,0.6679428014192482
65,425.686591,1000,0.0,0.7129099031458361
66,303.556668,1000,0.0,0.7294491559519632
67,197.804933,1000,0.0,0.7624678950112277
68,134.021836,1000,0.0,0.7648567170704281
69,48.212172,1000,0.0,0.7756691680304334
70,52.245146,1000,0.0,0.7739835608251631
71,132.399665,1000,0.0,0.7311504759995169
72,182.668922,1000,0.0,0.7662251282225354
73,61.912189,1000,0.0,0.7449238890743387
74,7.839813,1000,0.0,0.7933871699873895
75,-42.198386,1000,0.0,0.7797573449278333
76,-33.126329,1000,0.0,0.7323719252692894
77,-8.943048,1000,0.0,0.714194254509562
78,17.370396,1000,0.0,0.7952840983350439
79,-93.858523,1000,0.0,0.810890216945057
80,-72.150359,1000,0.0,0.7809007858404985
81,-75.832656,1000,0.0,0.8261278169978181
82,-101.270444,1000,0.0,0.8116269902310838
83,-76.251737,1000,0.0,0.7929007296487885
84,-59.708718,1000,0.0,0.8058738210476231
85,-63.839525,1000,0.0,0.753337681586573
86,-20.456447,1000,0.0,0.7855433801474694
